rank,user_id,first_name,last_name,full_name,gender,nationality,gym_name,profile_photo_url,event,country,year,division,event_category,workout_filter,Run,Row,1RM Strict Press,3RM Back Squat,5RM Deadlift
8,01kd3zwrmf4hez1mj42kqq9dd8,Julien,Reau,Julien Reau,Male,,,https://ui-avatars.com/api/?name=J+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,70KG,170KG,130KG
10,01km823gtxnk0pdjsz4zyhkryh,joris,barry,joris barry,Male,France,Crossfit Galiléo,https://ui-avatars.com/api/?name=j+b&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,73KG,130KG,150KG
11,01knyc37jy2e8q2246db9ev97v,David,Doer,David Doer,Male,,,https://ui-avatars.com/api/?name=D+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,68KG,120KG,160KG
12,01kpwydnagyxzsfewm23z4q88a,Ben,Duval,Ben Duval,Male,,,https://ui-avatars.com/api/?name=B+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,65KG,120KG,160KG
12,01kd3ztne68m8bkq7sp5kpkyfj,Nathan,Desfertilles,Nathan Desfertilles,Male,,Training Bordes,https://ui-avatars.com/api/?name=N+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,130KG,155KG
14,01khdpqcycjnxhbch8k0cvga2a,Sam,Faulkes,Sam Faulkes,Male,,,https://ui-avatars.com/api/?name=S+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,80KG,140KG,120KG
14,01kmtnmknt8b679tz3ghhcs206,Marco,Merlo,Marco Merlo,Male,,,https://ui-avatars.com/api/?name=M+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,120KG,160KG
16,01k752nm298ezgtwcpkavcfc9d,Andrea,Bruzzone,Andrea Bruzzone,Male,,,https://ui-avatars.com/api/?name=A+B&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,64KG,120KG,155KG
17,01k9wa1mhxk7jqvcmcta664nxg,Tom,Parr,Tom Parr,Male,United Kingdom,"PWRTHR, Chelmsford",https://athxgames.com/storage/profile-photos/VgswMh1vrqbrq1yNJFUvWXtE2PdtvDogYDgwRjTj.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,57KG,115KG,160KG
18,01keak2vw2wfy1t7bcghcfvz51,Tristan,MIDY,Tristan MIDY,Male,France,,https://ui-avatars.com/api/?name=T+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,120KG,150KG
19,01kt6e6pdybn1kj7cbr7smfy9t,Quentin,DAZA,Quentin DAZA,Male,,,https://ui-avatars.com/api/?name=Q+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,63KG,120KG,145KG
20,01ke80r7hgbpn7tkr505t8rnh1,Kevin,Boileau,Kevin Boileau,Male,,,https://ui-avatars.com/api/?name=K+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,65KG,120KG,140KG
21,01m2t5qvv554anh8v9119fdqqd,Allande,Caset-Laffitte,Allande Caset-Laffitte,Male,,,https://ui-avatars.com/api/?name=A+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,65KG,103KG,155KG
22,01kefakgrd531wyt0vp8yr38fb,Geoffrey,Baronce,Geoffrey Baronce,Male,,,https://ui-avatars.com/api/?name=G+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,67KG,115KG,140KG
23,01kptt2hzemhgy9bmtgr9q3b9k,Yahya,aqar,Yahya aqar,Male,,,https://ui-avatars.com/api/?name=Y+a&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,56KG,121KG,140KG
24,01kpxmvj3b2t6yn1twtts757t6,Angel,Plaire,Angel Plaire,Male,,,https://ui-avatars.com/api/?name=A+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,62KG,110KG,140KG
25,01knp9cy4ga4bwm2gd457p4abg,Mikael,Dincher,Mikael Dincher,Male,,,https://ui-avatars.com/api/?name=M+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,64KG,110KG,132KG
26,01kah4t2hf3zpe9m86cwkcn6q5,Johan,Serrat,Johan Serrat,Male,,,https://athxgames.com/storage/profile-photos/OvED2UU4QXW2hTXpFjgixsdDAPqELTnppb6XcGfc.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,65KG,90KG,140KG
26,01m24yfkbgwn2mmbj1t6d4hf9k,Gabriel,NETO CARDOSO,Gabriel NETO CARDOSO,Male,,,https://ui-avatars.com/api/?name=G+N+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,55KG,100KG,140KG
28,01keaeq286qsdhvdke7cm3ydr9,sudgy,surville,sudgy surville,Male,,,https://ui-avatars.com/api/?name=s+s&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,70KG,90KG,130KG
28,01kqyytgea0tcpj1f922wakhhe,Font,Kevin,Font Kevin,Male,,,https://ui-avatars.com/api/?name=F+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,110KG,120KG
30,01kepfbj1p4vbcenad2kga1sqk,Fili,Romuald,Fili Romuald,Male,,,https://ui-avatars.com/api/?name=F+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,39KG,110KG,140KG
31,01kg3d8zg8kqxtwamdq08m0nyc,Martin,Tournaire,Martin Tournaire,Male,France,,https://athxgames.com/storage/profile-photos/KYSpJMC8H1W9uTEzbLtWKanIvFfhAMacixjJvpvs.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,110KG,115KG
31,01kpxsrse133c34x38szvw31j5,Clément,Boulet,Clément Boulet,Male,France,,https://ui-avatars.com/api/?name=C+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,100KG,125KG
33,01kp2pbhwxrhzcm1ehbmcfm5p8,Aurélien,Garcin,Aurélien Garcin,Male,,,https://ui-avatars.com/api/?name=A+G&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,110KG,120KG
34,01kpzsm1xm1cgjas5xx48g98ez,Mathieu,Canale,Mathieu Canale,Male,France,,https://athxgames.com/storage/profile-photos/nUPi9SiWJKMYw9tvRhOscOWRg4NCHWhnlMpnKdbm.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,58KG,120KG,100KG
34,01kmgq1yvxryk760cj193mzqdf,Enzo,MUZART,Enzo MUZART,Male,,,https://ui-avatars.com/api/?name=E+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,48KG,100KG,130KG
36,01kq0w005aze52hjsw1kbg0s35,Emmanuel,Ciri,Emmanuel Ciri,Male,,,https://ui-avatars.com/api/?name=E+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,56KG,100KG,120KG
37,01k9kz6fmjvd78eb8qtpbqgjmq,Arnaud,Duguet,Arnaud Duguet,Male,,,https://ui-avatars.com/api/?name=A+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,55KG,90KG,130KG
38,01kptt2hzemhgy9bmtgr9q3b9k,Yahya,aqar,Yahya aqar,Male,,,https://ui-avatars.com/api/?name=Y+a&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,49KG,100KG,125KG
39,01kpbyrrf0nmjt8vdq56v1jrmd,Jeremy,Drouet,Jeremy Drouet,Male,France,CrossFit TEAMWOLF,https://ui-avatars.com/api/?name=J+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,100KG,110KG
40,01khnksts2d31ph29cc1qbzt2d,Mickaël,Jamshidi,Mickaël Jamshidi,Male,,,https://ui-avatars.com/api/?name=M+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,63KG,80KG,125KG
41,01kqdbmey0xqg9e3ysescs0nts,Patrick,Kasparian,Patrick Kasparian,Male,,,https://ui-avatars.com/api/?name=P+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,90KG,130KG
41,01kpqp5zbym0tcccf08ntxeq89,Jerome,Devoye,Jerome Devoye,Male,France,,https://ui-avatars.com/api/?name=J+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,85KG,120KG
43,01kcw0wrw007xa45w7ct0y6sbe,Delouche,Laurent,Delouche Laurent,Male,,,https://ui-avatars.com/api/?name=D+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,40KG,80KG,140KG
44,01kfe7g2cbt6qrs4eyh84jhzv6,lio,ortunez,lio ortunez,Male,,,https://ui-avatars.com/api/?name=l+o&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,55KG,90KG,110KG
44,01ky577qbzk90we0v1wa2ygjc7,Julien,Palacios,Julien Palacios,Male,,,https://ui-avatars.com/api/?name=J+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,90KG,120KG
46,01kqbjkeb8zbs5a5ygtdafypd9,Remy,Asseraf,Remy Asseraf,Male,France,Invictus coaching,https://ui-avatars.com/api/?name=R+A&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,40KG,104KG,110KG
47,01kcrgqzn5ebkhv6hzcyas9b8z,Yan,Franco,Yan Franco,Male,,,https://ui-avatars.com/api/?name=Y+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,52KG,90KG,110KG
48,01knx45ccfyh24c8y299ptt5ka,Pinelli,Korantin,Pinelli Korantin,Male,,,https://ui-avatars.com/api/?name=P+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,90KG,100KG
49,01kqydychfe0r539m8yzbjm3g0,Clement,Vekeman,Clement Vekeman,Male,,,https://ui-avatars.com/api/?name=C+V&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,57KG,85KG,106KG
50,01kgfd6xey7rb934f9yvn0debr,Thibaut,Pereira Viegas,Thibaut Pereira Viegas,Male,,,https://ui-avatars.com/api/?name=T+P+V&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,55KG,90KG,100KG
51,01kdsyfkjh0f8m8f8j6gwqy02v,Julien,LABROUSSE,Julien LABROUSSE,Male,,,https://ui-avatars.com/api/?name=J+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,70KG,110KG
51,01kq9yh42frer6sg11w0t0yerh,stephane,leplat,stephane leplat,Male,France,crossfit UT,https://ui-avatars.com/api/?name=s+l&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,35KG,100KG,105KG
53,01kq1hbkg6js62dyg2sq7aawg0,Mickaël,Joli,Mickaël Joli,Male,,,https://ui-avatars.com/api/?name=M+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,38KG,90KG,100KG
53,01m2q82hw1jz1xdq1hc3wranh5,Cédric,Léger,Cédric Léger,Male,,,https://ui-avatars.com/api/?name=C+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,48KG,80KG,100KG
55,01m1hayhz56w63w3h8fk5e6qjf,Davy,LE PARC,Davy LE PARC,Male,France,,https://ui-avatars.com/api/?name=D+L+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,47KG,70KG,110KG
56,01kf1q2nv0ypgjkjk5c11r288v,Emmanuel,Boucheron,Emmanuel Boucheron,Male,,,https://ui-avatars.com/api/?name=E+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,80KG,100KG
57,01knbvp2snwqr952ndt6zmx81b,Guillaume,Dachy,Guillaume Dachy,Male,,,https://ui-avatars.com/api/?name=G+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,49KG,80KG,94KG
58,01kq1qtj1jdfnzhkw9v84h59jk,Alexis,Ortunez,Alexis Ortunez,Male,,,https://ui-avatars.com/api/?name=A+O&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,60KG,70KG,92KG
59,01kcfe989z05drtjkmvp83r4rg,Florent,Dessaint,Florent Dessaint,Male,France,,https://athxgames.com/storage/profile-photos/gHev1cYboudiq85hHWYQoJuUh40KvcIHAaZlbRsi.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,52KG,74KG,95KG
59,01kpbq2ejkx2r9evzmx9kfw10q,Adhane,De Brito Joao,Adhane De Brito Joao,Male,France,ADH,https://ui-avatars.com/api/?name=A+D+B+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,70KG,1KG,150KG
61,01kjyxpwbxybeab0xht784vxcn,Charles,FRANCHEQUIN,Charles FRANCHEQUIN,Male,,,https://ui-avatars.com/api/?name=C+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,75KG,95KG
61,01kpthms5nqbna6bkcz4rp08d1,Frank,Amirat,Frank Amirat,Male,,,https://ui-avatars.com/api/?name=F+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,40KG,80KG,100KG
61,01kmgcvs101y3vda85t5wq82qs,Jordan,HOAREAU MARION,Jordan HOAREAU MARION,Male,France,CrossFit MVP,https://ui-avatars.com/api/?name=J+H+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,35KG,75KG,110KG
64,01kmdddqm658sdkrxj7k0mrbcm,Hugo,Arreto,Hugo Arreto,Male,,,https://ui-avatars.com/api/?name=H+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,74KG,95KG
65,01khrgh03jt1932bnm7j55k5yv,Lucas,Segaust,Lucas Segaust,Male,,,https://ui-avatars.com/api/?name=L+S&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,70KG,100KG
65,01kpthpad649g4cewgsbst7brm,Tom,Rousselot,Tom Rousselot,Male,,,https://ui-avatars.com/api/?name=T+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,55KG,45KG,115KG
67,01keae3rxvcetsj748d08gdg26,ludgé,lodin,ludgé lodin,Male,,,https://ui-avatars.com/api/?name=l+l&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,85KG,79KG
68,01kmsy0zt6ypsxa8tr4jtgdcev,Jérémy,Devred,Jérémy Devred,Male,,,https://athxgames.com/storage/profile-photos/5Y2NZQw3PCtxmk7pKXMuZ4Eq4VxppzVC9CUgOMnm.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,74KG,92KG
69,01knc1wtc1esgncev914q3n0yf,Ibou,Ndiaye,Ibou Ndiaye,Male,,,https://ui-avatars.com/api/?name=I+N&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,70KG,90KG
69,01m2mwhx9dt358qw4xqqnhnseq,Lucas,Monnier,Lucas Monnier,Male,,,https://ui-avatars.com/api/?name=L+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,40KG,60KG,110KG
71,01kqqqpg4z0c4jy0xj808gvc1b,Anthony,Citarella,Anthony Citarella,Male,France,,https://ui-avatars.com/api/?name=A+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,46KG,70KG,90KG
72,01kdff5gmw5rmjv1mm44md464n,Lucas,Duverger,Lucas Duverger,Male,,,https://ui-avatars.com/api/?name=L+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,80KG,80KG
72,01kptvvz055qm8xexwb5e89y41,Hugo,Dhinaut,Hugo Dhinaut,Male,,,https://ui-avatars.com/api/?name=H+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,70KG,90KG
72,01k6be14y8vz34zxavrvqfyhjb,Antoine,Tranly,Antoine Tranly,Male,,,https://ui-avatars.com/api/?name=A+T&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,45KG,70KG,90KG
75,01m2jmfskxycpjb9zvcsqh4v7t,Alphonse,VINCENT,Alphonse VINCENT,Male,,,https://ui-avatars.com/api/?name=A+V&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,40KG,60KG,100KG
75,01m2619yh8yba4xpvptr2hm2q1,Adel,Dakkar,Adel Dakkar,Male,,,https://ui-avatars.com/api/?name=A+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,70KG,80KG
77,01kq1qtj1jdfnzhkw9v84h59jk,Alexis,Ortunez,Alexis Ortunez,Male,,,https://ui-avatars.com/api/?name=A+O&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,55KG,60KG,80KG
78,01kk1tmxvgz499jebjtqb42kjj,Juan Jose,Mora,Juan Jose Mora,Male,,,https://ui-avatars.com/api/?name=J+J+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,38KG,70KG,80KG
79,01kp9fcree0njehhjcakknggv7,Sacha,Poncet,Sacha Poncet,Male,,,https://ui-avatars.com/api/?name=S+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,36KG,64KG,80KG
80,01m2p30sc62ffwyc0b9qb1m6p2,Lucas,Idjahnine,Lucas Idjahnine,Male,,,https://ui-avatars.com/api/?name=L+I&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,50KG,58KG,58KG
81,01kpy1h2xz3vjes460srswf58e,AUBIN,Matthias,AUBIN Matthias,Male,France,,https://ui-avatars.com/api/?name=A+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,35KG,60KG,60KG
81,01m2nh9ja86n0mvzcakemg955q,Sacha,Nabet,Sacha Nabet,Male,,,https://ui-avatars.com/api/?name=S+N&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,35KG,50KG,70KG
83,01kpvhbnwyv1acmza4bzs9fm29,Alexandre,Chatron--Kerharo,Alexandre Chatron--Kerharo,Male,,,https://ui-avatars.com/api/?name=A+C&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Strength,,,44KG,80KG,1KG
1,01m2p30sc62ffwyc0b9qb1m6p2,Lucas,Idjahnine,Lucas Idjahnine,Male,,,https://ui-avatars.com/api/?name=L+I&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,3.064KM,,,
2,01kt6e6pdybn1kj7cbr7smfy9t,Quentin,DAZA,Quentin DAZA,Male,,,https://ui-avatars.com/api/?name=Q+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,3.008KM,,,
3,01kptvvz055qm8xexwb5e89y41,Hugo,Dhinaut,Hugo Dhinaut,Male,,,https://ui-avatars.com/api/?name=H+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.859KM,,,
4,01k752nm298ezgtwcpkavcfc9d,Andrea,Bruzzone,Andrea Bruzzone,Male,,,https://ui-avatars.com/api/?name=A+B&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.618KM,3.211KM,,,
5,01km823gtxnk0pdjsz4zyhkryh,joris,barry,joris barry,Male,France,Crossfit Galiléo,https://ui-avatars.com/api/?name=j+b&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.5KM,3.244KM,,,
6,01ky577qbzk90we0v1wa2ygjc7,Julien,Palacios,Julien Palacios,Male,,,https://ui-avatars.com/api/?name=J+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.725KM,,,
7,01knyc37jy2e8q2246db9ev97v,David,Doer,David Doer,Male,,,https://ui-avatars.com/api/?name=D+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.702KM,,,
8,01kah4t2hf3zpe9m86cwkcn6q5,Johan,Serrat,Johan Serrat,Male,,,https://athxgames.com/storage/profile-photos/OvED2UU4QXW2hTXpFjgixsdDAPqELTnppb6XcGfc.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2.5KM,2.193KM,,,
9,01m26066vpk1acf2takjxht4vc,Jalile,Zeroual,Jalile Zeroual,Male,,,https://ui-avatars.com/api/?name=J+Z&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.692KM,,,
10,01ke80r7hgbpn7tkr505t8rnh1,Kevin,Boileau,Kevin Boileau,Male,,,https://ui-avatars.com/api/?name=K+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.5KM,3.18KM,,,
11,01kpwydnagyxzsfewm23z4q88a,Ben,Duval,Ben Duval,Male,,,https://ui-avatars.com/api/?name=B+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.81KM,2.826KM,,,
12,01kpxmvj3b2t6yn1twtts757t6,Angel,Plaire,Angel Plaire,Male,,,https://ui-avatars.com/api/?name=A+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.619KM,,,
13,01kptt2hzemhgy9bmtgr9q3b9k,Yahya,aqar,Yahya aqar,Male,,,https://ui-avatars.com/api/?name=Y+a&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.617KM,,,
14,01kqydychfe0r539m8yzbjm3g0,Clement,Vekeman,Clement Vekeman,Male,,,https://ui-avatars.com/api/?name=C+V&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.602KM,,,
15,01kpbq2ejkx2r9evzmx9kfw10q,Adhane,De Brito Joao,Adhane De Brito Joao,Male,France,ADH,https://ui-avatars.com/api/?name=A+D+B+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.569KM,,,
16,01kp2pbhwxrhzcm1ehbmcfm5p8,Aurélien,Garcin,Aurélien Garcin,Male,,,https://ui-avatars.com/api/?name=A+G&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.5KM,3.065KM,,,
17,01k82c0empve0sdney1x4z7mnd,Noor,Mann,Noor Mann,Male,,,https://ui-avatars.com/api/?name=N+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.559KM,,,
18,01m24yfkbgwn2mmbj1t6d4hf9k,Gabriel,NETO CARDOSO,Gabriel NETO CARDOSO,Male,,,https://ui-avatars.com/api/?name=G+N+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.544KM,,,
19,01k9wa1mhxk7jqvcmcta664nxg,Tom,Parr,Tom Parr,Male,United Kingdom,"PWRTHR, Chelmsford",https://athxgames.com/storage/profile-photos/VgswMh1vrqbrq1yNJFUvWXtE2PdtvDogYDgwRjTj.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.5KM,3.035KM,,,
20,01khdpqcycjnxhbch8k0cvga2a,Sam,Faulkes,Sam Faulkes,Male,,,https://ui-avatars.com/api/?name=S+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,2KM,2.531KM,,,
21,01kq9yh42frer6sg11w0t0yerh,stephane,leplat,stephane leplat,Male,France,crossfit UT,https://ui-avatars.com/api/?name=s+l&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.92KM,2.585KM,,,
22,01kd3zwrmf4hez1mj42kqq9dd8,Julien,Reau,Julien Reau,Male,,,https://ui-avatars.com/api/?name=J+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.5KM,2.963KM,,,
23,01kpthms5nqbna6bkcz4rp08d1,Frank,Amirat,Frank Amirat,Male,,,https://ui-avatars.com/api/?name=F+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX Lite,Endurance,1.5KM,2.945KM,,,
