rank,team_name,event,country,year,division,event_category,workout_filter,Strength,Endurance,MetCon X,1RM Strict Press,3RM Back Squat,5RM Deadlift,Run,Row,Points
12,Dana Manco Pau & Daniel Dacosta,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,MetCon X,,,19:23,,,,,,12
1,Taryn Skinner & Alfie Burton,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,1
2,Simon Pincock & James Grimee,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,2
3,Samuel Gleeson & James Tyas,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,3
4,Ryan Burnison & Ciaran Murray,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,4
5,Matthew Wells & Nigel Biddlecombe,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,5
6,Liam Farmer & Michael Johnson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,6
7,James Burton & Jobert Fermilan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,7
8,Sean Parkinson & Nic Chaviaris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,8
9,David Kelly & Simon Mooi,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,9
10,Morgan Stanford & andrew phillips,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,10
11,Joshua Banham & Liam Saunders,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,11
12,Lewis North & David Wilson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,12
13,Jason Molloy & Glyn Broadhurst,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,13
14,Richard Bennett & Ross Baker,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,14
15,Josh Singleton & James Shires,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,15
16,Matthew Grellier & Daniel Thompson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,16
17,Rob King & LEWIS Pike,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,17
18,Adam James & Jack Bennett,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,18
19,Paul Grattage & mark metcalfe,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,19
20,Chris Mill & Jamie Ryan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,20
20,Sam Cload & Callum Cload,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,20
22,James Vernall & Mike Catris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,22
23,Sean Armstrong & Daniel Mee,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,23
24,Scott Taylor & Gavin Denning,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,24
25,ADAM FOWLER & Scott Castell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,25
26,Barry Coombs & Rob Haselgrove,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,26
27,Aaron Edwards & arranaro Team,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,27
28,Adam Bannister & Lee Draper,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,28
29,Ross Harding & Liam Clark,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,29
30,Andy Leeding & Raj Josan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,30
31,Russ Wrigley & chris templeman,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,31
32,Jake Wood & Brett Peel,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,32
33,Paul Challoner & Stephen Bell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,33
34,Joel Morris & Noah Callaghan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,34
35,James Cullen & Ian Ledieu,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,35
36,Dan Good & Travis Bowley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,36
37,Danny Smith & David Holden,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,37
38,Martin Shaw & Will Shaw,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,38
39,David Mcfarland & Mike McFarland,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,39
40,Brett McCall & Andrew French,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,40
41,Craig Brown & Asim Jani,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,41
42,Max Craven & Luke Rogers,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,42
43,Oliver Blake & James Lynch,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,43
44,Andrew Brown & Jake Maunders,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,44
45,Tim Parish & Mike Dunderdale,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,45
46,Zaid Al-Chalabi & john duckworth,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,46
47,Miles Caswell & Keagan Taylor,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,47
48,Stefan Morrow & Elgan Vittle,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,48
49,Dean Attwell & Stuart Starkey,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,49
50,Jack Wilkinson & Justin Kirk,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,50
51,Tony Noble & Jake Hankins,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,51
52,Tobie kottman & Glyn Loveday,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,52
53,Richard Apps & Ian Lock,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,53
54,Mike Murphy & James Walsh,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,54
55,Vinny Kamara & Ola Sogbanmu,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,55
56,Rob Brown & Stuart Pannell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,56
57,Paul Love & Gavin Wright,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,57
58,Dan Fisher & Nathan Morris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,58
59,Gary Sharlott & Keith Garner,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,59
60,Steve Perry-Dehaney & Timothy Duckett,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,60
61,Chris Djaelani & Kerry Osullivan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,61
62,David Long & Christian Lester,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,62
63,Mark Lynch & Dale Johnson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,63
64,Peter Higgins & Alan Hutchison,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,64
65,Ant Morlandez & John Parker,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,65
66,Paul Simmons & Craig Windsor,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,66
67,Mark Roe & Alistair Maag,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,67
68,David Wallis & Anthony Reardon,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Endurance,,,,,,,,,68
1,Daniel Albon & Clay Kentsley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,12:27,,,,,,1
2,Daniel Fearn & Robert Balogh,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,12:40,,,,,,2
3,Brian Mc neice & Anthony Mullen,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,14:13,,,,,,3
4,Adam Anthony & william morgan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,14:19,,,,,,4
5,Marc Finney & Richard Stewart,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,15:52,,,,,,5
6,Oliver Chadwick & Jack Kish,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,16:08,,,,,,6
7,Jim Downing & Liam Betney,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,17:51,,,,,,7
8,Hiten Joshi & Patrick Mcconnell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,22:18,,,,,,8
9,Lukas Matuzevicius & Daniel Tarbuck,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,MetCon X,,,23:14,,,,,,9
1,Lizzie Hall & Lizzie White,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Endurance,,,,,,,,,1
2,Kat Wilson & Ruth Davidson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Endurance,,,,,,,,,2
3,Maxine Walker & sarah delieu,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Endurance,,,,,,,,,3
4,Clare Shepherd & Rebecca Scofield,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Endurance,,,,,,,,,4
5,Jade Brier & Nicolle Grant,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Endurance,,,,,,,,,5
1,Chandler Smith & Jessie Smith,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,1
2,Karim Djidel & Robin Swinkels,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,2
3,Emma Häggström & Adam Selmani,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,3
4,Keziah Campbell & Will Smith,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,4
5,Dan Lapping & Melanie Bradley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,5
6,Anna Donauer & Lars Jakobeit,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,6
7,Megan Chillmaid & Connor Flynn,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,7
8,Graham Keenan & yasmin Team,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,8
9,Tim Cima & Holly Buckley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,9
10,Jade Smith & Danny McFaden,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,10
11,Dana Manco Pau & Daniel Dacosta,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,11
12,Aileen McCann & Baz gouldsbury,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Endurance,,,,,,,,,12
1,Max Craven & Luke Rogers,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,1
2,Andrew Brown & Jake Maunders,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,2
3,Aaron Edwards & arranaro Team,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,3
4,Mark Roe & Alistair Maag,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,4
5,Gary Sharlott & Keith Garner,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,5
6,Sean Armstrong & Daniel Mee,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,6
7,James Vernall & Mike Catris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,7
8,David Kelly & Simon Mooi,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,8
9,Jake Wood & Brett Peel,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,9
10,Chris Djaelani & Kerry Osullivan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,10
10,Scott Taylor & Gavin Denning,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,10
12,Tony Noble & Jake Hankins,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,12
13,David Mcfarland & Mike McFarland,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,13
13,Dan Good & Travis Bowley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,13
15,David Long & Christian Lester,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,15
15,Martin Shaw & Will Shaw,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,15
17,Taryn Skinner & Alfie Burton,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,17
18,Joel Morris & Noah Callaghan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,18
18,Lewis North & David Wilson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,18
20,Joshua Banham & Liam Saunders,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,20
20,Matthew Grellier & Daniel Thompson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,20
22,Paul Challoner & Stephen Bell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,22
23,Sam Cload & Callum Cload,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,23
24,Adam Bannister & Lee Draper,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,24
25,Samuel Gleeson & James Tyas,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,25
26,Danny Smith & David Holden,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,26
27,Miles Caswell & Keagan Taylor,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,27
28,Barry Coombs & Rob Haselgrove,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,28
29,Brett McCall & Andrew French,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,29
30,Matthew Wells & Nigel Biddlecombe,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,30
30,Mike Murphy & James Walsh,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,30
32,jack bradstreet & Harry Bradstreet,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,32
33,Peter Higgins & Alan Hutchison,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,33
34,Ryan Burnison & Ciaran Murray,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,34
34,Sean Parkinson & Nic Chaviaris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,34
36,Liam Farmer & Michael Johnson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,36
37,Steve Perry-Dehaney & Timothy Duckett,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,37
38,Ross Harding & Liam Clark,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,38
39,Josh Singleton & James Shires,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,39
40,Dan Fisher & Nathan Morris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,40
41,Rob King & LEWIS Pike,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,41
42,Chris Mill & Jamie Ryan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,42
43,ADAM FOWLER & Scott Castell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,43
44,Richard Bennett & Ross Baker,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,44
45,Morgan Stanford & andrew phillips,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,45
46,Oliver Blake & James Lynch,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,46
47,Vinny Kamara & Ola Sogbanmu,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,47
48,Richard Apps & Ian Lock,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,48
48,Tim Parish & Mike Dunderdale,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,48
50,Rob Brown & Stuart Pannell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,50
50,Craig Brown & Asim Jani,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,50
50,James Burton & Jobert Fermilan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,50
50,Simon Pincock & James Grimee,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,50
54,Paul Grattage & mark metcalfe,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,54
55,Jack Wilkinson & Justin Kirk,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,55
56,Russ Wrigley & chris templeman,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,56
57,Stefan Morrow & Elgan Vittle,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,57
58,Ant Morlandez & John Parker,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,58
59,Dean Attwell & Stuart Starkey,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,59
59,Adam James & Jack Bennett,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,59
61,James Cullen & Ian Ledieu,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,61
62,Zaid Al-Chalabi & john duckworth,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,62
63,Jason Molloy & Glyn Broadhurst,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,63
64,Paul Love & Gavin Wright,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,64
65,Andy Leeding & Raj Josan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,65
66,Mark Lynch & Dale Johnson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,66
67,Tobie kottman & Glyn Loveday,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,67
68,Paul Simmons & Craig Windsor,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,68
69,David Wallis & Anthony Reardon,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Strength,,,,,,,,,69
1,Jim Downing & Liam Betney,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,1
2,Oliver Chadwick & Jack Kish,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,2
3,Daniel Fearn & Robert Balogh,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,3
4,Daniel Albon & Clay Kentsley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,4
5,Adam Anthony & william morgan,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,5
6,Brian Mc neice & Anthony Mullen,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,6
7,Marc Finney & Richard Stewart,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,7
8,Hiten Joshi & Patrick Mcconnell,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,8
9,Lukas Matuzevicius & Daniel Tarbuck,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX Lite,Endurance,,,,,,,,,9
1,Lizzie Hall & Lizzie White,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Strength,,,,,,,,,1
2,Jade Brier & Nicolle Grant,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Strength,,,,,,,,,2
3,Kat Wilson & Ruth Davidson,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Strength,,,,,,,,,3
4,Clare Shepherd & Rebecca Scofield,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Strength,,,,,,,,,4
5,Maxine Walker & sarah delieu,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Female,ATHX Pro,Strength,,,,,,,,,5
1,Chandler Smith & Jessie Smith,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,1
2,Anna Donauer & Lars Jakobeit,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,2
3,Jade Smith & Danny McFaden,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,3
4,Karim Djidel & Robin Swinkels,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,4
5,Emma Häggström & Adam Selmani,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,5
6,Keziah Campbell & Will Smith,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,6
7,Dan Lapping & Melanie Bradley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,7
7,Dana Manco Pau & Daniel Dacosta,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,7
9,Graham Keenan & yasmin Team,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,9
10,Megan Chillmaid & Connor Flynn,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,10
11,Tim Cima & Holly Buckley,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Mixed,ATHX Pro,Strength,,,,,,,,,11
1,Taryn Skinner & Alfie Burton,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Overall,17 (434KG),1 (20.209KM),1 (10:30),,,,,,19
2,David Kelly & Simon Mooi,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Overall,8 (452KG),9 (19.113KM),3 (11:22),,,,,,20
3,James Vernall & Mike Catris,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Overall,7 (454KG),22 (18.564KM),2 (10:37),,,,,,31
4,Joshua Banham & Liam Saunders,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Overall,20 (432KG),11 (18.848KM),7 (11:52),,,,,,38
5,Matthew Wells & Nigel Biddlecombe,ATHX FINALS 2025,United Kingdom 🇬🇧,2025,Male,ATHX,Overall,30 (400KG),5 (19.219KM),5 (11:42),,,,,,40
